locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	781472	782552	+	null	RND family efflux transporter, MFP subunit	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	782548	785740	+	null	Multidrug efflux pump subunit AcrB	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	785742	787206	+	null	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	787387	788143	-	null	transcriptional regulator, TetR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	788581	789652	+	null	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	789687	790644	+	null	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	790640	792560	+	null	fatty-acyl-CoA synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	792752	793490	+	null	outer membrane protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	793541	796520	+	null	trimethylamine-N-oxide reductase (cytochrome c)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	796530	797394	+	null	Fe-S-cluster-containing dehydrogenase component	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	797599	798259	+	null	transcriptional regulator, TetR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	799116	801618	+	null	RNAse R	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	801813	802557	+	null	23S rRNA Gm-2251 2'-O-methyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	802621	803317	+	null	ribose-5-phosphate isomerase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	803380	804709	-	null	Glycosyltransferase involved in cell wall bisynthesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	804876	806094	+	null	Glycosyltransferase involved in cell wall bisynthesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	806363	806786	+	null	HTH-type transcriptional regulator / antitoxin HigA	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	807017	809429	-	null	tyrosine-protein kinase Etk/Wzc	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	809452	810646	-	null	polysaccharide export outer membrane protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	810683	811637	-	null	Glycosyltransferase, GT2 family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	811639	813049	-	null	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	813085	813820	-	null	transcriptional regulator, Crp/Fnr family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	814443	817029	-	null	beta-mannosidase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	817070	818156	-	null	protein of unknown function (DUF1839)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	818152	819217	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	819216	820473	-	null	acyl-CoA dehydrogenase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	820469	820718	-	null	acyl carrier protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	820992	821526	+	null	Predicted N-acyltransferase, GNAT family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	821525	823064	+	null	O-antigen ligase like membrane protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	823087	824266	+	null	Glycosyltransferase involved in cell wall bisynthesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	824262	825420	+	null	Glycosyltransferase involved in cell wall bisynthesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	825467	827876	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	827872	829027	+	null	Glycosyltransferase involved in cell wall bisynthesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	829142	830600	-	null	Membrane protein involved in the export of O-antigen and teichoic acid	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	830832	831798	+	null	Glycosyltransferases involved in cell wall biogenesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	831952	833845	+	null	Lysophospholipase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	833979	834849	+	null	Methylase involved in ubiquinone/menaquinone biosynthesis	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	834823	835441	+	null	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	835737	836478	+	null	transcriptional regulator, GntR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	836652	837750	+	null	Predicted dehydrogenase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	837778	838438	-	null	amino acid ABC transporter membrane protein, PAAT family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	838551	839346	-	null	amino acid ABC transporter substrate-binding protein, PAAT family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	839504	840482	-	null	dihydroorotate oxidase A	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	840680	841502	-	null	arginine-tRNA-protein transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	841676	842414	-	null	leucyl/phenylalanyl-tRNA--protein transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	842423	842969	-	null	ADP-ribose pyrophosphatase YjhB, NUDIX family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	843611	844154	+	null	Uncharacterized protein, UPF0303 family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	844158	844497	+	null	small multidrug resistance pump	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	844596	844977	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	845025	845217	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	845379	845664	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	845869	846154	+	null	Protein of unknown function (DUF1488)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	846113	847112	-	null	Nucleoside-diphosphate-sugar epimerase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	847170	848166	+	null	transcriptional regulator, TetR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	848306	849437	+	null	Enoyl-CoA hydratase/carnithine racemase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	849472	849898	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	850301	851462	+	null	alkanesulfonate monooxygenase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	851512	852379	+	null	sulfonate transport system permease protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	852375	853380	+	null	sulfonate transport system ATP-binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	853427	853643	+	null	molybdenum-pterin binding domain-containing protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	853651	853984	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	854159	854357	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	854490	854733	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	854835	855102	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	855474	856428	+	null	tRNA-U16,U17-dihydrouridine synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	856684	857026	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	857288	857501	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	857642	858695	+	null	Predicted oxidoreductase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	858907	859330	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	859439	860267	-	null	nodulation factor export ABC transporter transmembrane subunit NodJ	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	860295	861210	-	null	nodulation factor export ABC transporter ATP- binding protein NodI	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	861485	861950	+	null	Nucleotide-binding universal stress protein, UspA family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	862142	862826	-	null	Protein of unknown function (DUF2939)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	862936	863293	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	863400	864051	-	null	SOS-response transcriptional repressor, LexA	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	864357	865407	+	null	sulfate transport system substrate-binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	865557	866454	+	null	sulfate transport system permease protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	866450	867485	+	null	sulfate transport system permease protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	867484	868543	+	null	sulfate transport system ATP-binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	868622	869549	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	869571	870657	+	null	L-asparaginase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	870782	871277	-	null	Nucleoid-associated protein YgaU, contains BON and LysM domains	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	871835	872744	-	null	2-hydroxy-3-oxopropionate reductase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	872849	873659	-	null	hydroxypyruvate isomerase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	873754	875530	-	null	tartronate-semialdehyde synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	875686	876601	+	null	transcriptional regulator, LysR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	876983	877358	+	null	SSU ribosomal protein S6P	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	877408	877708	+	null	restart primosome assembly protein PriB	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	877710	877986	+	null	SSU ribosomal protein S18P	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	878013	878466	+	null	LSU ribosomal protein L9P	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	878628	880014	+	null	primary replicative DNA helicase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	880162	880789	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	880788	881799	+	null	inorganic phosphate transporter, PiT family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	881884	882691	-	null	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	883168	884095	+	null	D-alpha,beta-D-heptose 7-phosphate 1-kinase (EC 2.7.1.167)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	884229	885471	-	null	Cell wall-associated hydrolase, NlpC family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	885674	887537	-	null	PhoH-like ATPase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	887892	888354	-	null	peroxiredoxin Q/BCP	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	888538	889432	-	null	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	889442	890489	-	null	Nucleoside-diphosphate-sugar epimerase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	890485	891421	-	null	methionyl-tRNA formyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	891417	892470	-	null	undecaprenyl-phosphate 4-deoxy-4-formamido-L- arabinose transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	892476	893637	-	null	dTDP-4-amino-4,6-dideoxygalactose transaminase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	893834	894206	-	null	Membrane transporters of cations and cationic drugs	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	894231	895953	-	null	4-amino-4-deoxy-L-arabinose transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	896448	896823	-	null	Uncharacterized conserved protein, contains Mth938-like domain	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	897279	898584	+	null	alanine-synthesizing transaminase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	898745	900077	+	null	homoserine dehydrogenase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	900085	901537	+	null	L-threonine synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	901791	903057	+	null	molybdopterin molybdotransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	903081	903339	+	null	molybdopterin synthase subunit MoaD (EC 2.8.1.12)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	903356	903833	+	null	molybdopterin synthase subunit MoaE	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	903893	904436	-	null	hemoglobin	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	904733	905243	+	null	transcriptional regulator, BadM/Rrf2 family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	905374	907972	+	null	ATP-dependent Clp protease ATP-binding subunit ClpB	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	908188	908617	-	null	Uncharacterized protein conserved in bacteria	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	908827	909439	-	null	competence protein ComEA	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	909761	910268	+	null	DNA-binding transcriptional regulator, MerR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	910219	910657	+	null	4-carboxymuconolactone decarboxylase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	910780	912160	-	null	multidrug resistance protein, MATE family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	912162	913920	-	null	4-amino-4-deoxy-L-arabinose transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	914290	914557	-	null	LSU ribosomal protein L31P	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	914715	915552	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	915567	917124	-	null	Arabinose efflux permease	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	917120	917729	-	null	transcriptional regulator, MerR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	917911	919180	-	null	transcription termination factor Rho	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	919416	919743	-	null	thioredoxin	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	920337	920601	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	920597	923339	+	null	DNA polymerase-3 subunit gamma/tau	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	923418	923745	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	924048	924645	+	null	DNA replication and repair protein RecR	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	924711	925962	+	null	formyl-CoA transferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	926059	927097	+	null	NitT/TauT family transport system substrate- binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	927203	928016	+	null	NitT/TauT family transport system ATP-binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	928073	928898	+	null	NitT/TauT family transport system permease protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	929026	930001	-	null	NADPH2:quinone reductase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	930210	930969	+	null	5'-nucleotidase /3'-nucleotidase /exopolyphosphatase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	930883	931456	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	931487	932102	+	null	protein-L-isoaspartate(D-aspartate) O-methyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	932107	933055	+	null	lipoprotein NlpD	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	933066	934146	+	null	RNA polymerase, sigma 38 subunit, RpoS	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	934150	934927	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	935025	936456	+	null	23S rRNA m(5)U-1939 methyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	936586	937447	-	null	Beta-barrel assembly machine subunit BamD	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	937485	938763	+	null	ribosomal large subunit pseudouridine synthase D (EC 5.4.99.-)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	938759	939620	+	null	conserved hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	940138	940306	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	940355	942116	+	null	polyhydroxyalkanoate synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	942241	943423	+	null	acetyl-CoA acetyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	943624	944365	+	null	3-oxoacyl-[acyl-carrier-protein] reductase /acetoacetyl-CoA reductase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	944494	945118	+	null	polyhydroxyalkanoate synthesis repressor PhaR	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	945359	946751	+	null	SSU ribosomal protein S12P methylthiotransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	946754	947690	+	null	2-keto-3-deoxygluconate kinase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	947825	949010	+	null	acetyl-CoA acetyltransferase /3-ketoacyl-CoA thiolase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	949060	949726	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	949860	951045	+	null	cystathionine beta-lyase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	951224	952064	-	null	phosphoserine phosphatase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	952385	953630	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	953791	954820	+	null	DNA end-binding protein Ku	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	954816	954963	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	954959	957980	+	null	ATP-dependent DNA ligase LigD phosphoesterase module/ATP-dependent DNA ligase LigD polymerase module	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	958028	958337	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	958524	959487	-	null	transcriptional regulator, LysR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	959666	960683	+	null	zinc-binding alcohol dehydrogenase family protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	960883	961447	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	961487	962294	-	null	putative ABC transport system permease protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	962290	963001	-	null	putative ABC transport system ATP-binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	963177	965727	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	965726	965822	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	966002	966494	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	966828	968439	+	null	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	968538	969042	+	null	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	969092	971066	+	null	PAS/PAC sensor hybrid histidine kinase (EC 2.7.13.3)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	971208	971655	-	null	large conductance mechanosensitive channel	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	971753	972788	-	null	threonine dehydratase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	972858	974109	-	null	acetylornithine deacetylase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	974227	977710	-	null	transcription-repair coupling factor	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	977893	978544	+	null	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	978589	979069	+	null	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	979181	979700	-	null	alkyl hydroperoxide reductase subunit D	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	979774	980323	-	null	peroxiredoxin (alkyl hydroperoxide reductase subunit C)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	980543	981893	-	null	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	981940	982675	-	null	two component transcriptional regulator, winged helix family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	983685	984849	+	null	Uncharacterized conserved protein, DUF1501 family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	984919	985756	-	null	phytoene synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	986138	986426	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	986726	986987	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	987541	989074	+	null	Protein of unknown function (DUF3999)	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	989393	989846	-	null	DNA-binding transcriptional regulator, MarR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	989910	991056	-	null	glycerate kinase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	991499	992846	+	null	trigger factor	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	993003	993657	+	null	ATP-dependent Clp protease proteolytic subunit ClpP	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	993836	995108	+	null	ATP-dependent Clp protease ATP-binding subunit ClpX	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	995307	997731	+	null	ATP-dependent proteinase. Serine peptidase. MEROPS family S16	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	998083	998356	+	null	bacterial nucleoid protein Hbs	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	998793	1000731	+	null	peptidyl-prolyl cis-trans isomerase D	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1000946	1001288	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1001405	1002032	-	null	(3S)-malyl-CoA thioesterase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1002033	1002810	+	null	putative ABC transport system ATP-binding protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1002962	1004585	-	null	glucose-6-phosphate isomerase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1005017	1006616	-	null	yjeF C-terminal region, hydroxyethylthiazole kinase-related/yjeF N-terminal region	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1006717	1008016	-	null	D-amino-acid dehydrogenase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1008215	1012487	+	null	phosphoribosylformylglycinamidine synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1012651	1013431	-	null	peptidyl-prolyl cis-trans isomerase C	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1013441	1013753	-	null	transcriptional regulator, BolA protein family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1013754	1014285	-	null	intracellular septation protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1014673	1015096	-	null	peptide-methionine (R)-S-oxide reductase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1015145	1016702	-	null	Uncharacterized conserved protein YdiU, UPF0061 family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1016947	1018633	+	null	fatty-acyl-CoA synthase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1018816	1020901	+	null	short chain enoyl-CoA hydratase /3-hydroxyacyl- CoA dehydrogenase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1021027	1022206	+	null	acetyl-CoA C-acetyltransferase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1022230	1022746	-	null	Conserved secreted protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1022885	1023242	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1023456	1024980	+	null	transcriptional regulator, GntR family	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1025208	1025694	+	null	uncharacterized domain 1-containing protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1025832	1026831	+	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1026928	1027822	+	null	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1027909	1028866	+	null	acetyl esterase	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1028869	1029751	-	null	Uncharacterized conserved protein, contains NRDE domain	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1029872	1031009	-	null	hypothetical protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1031086	1032097	+	null	UPF0755 protein	null	null
ASM38327v1_1	null	1	H281DRAFT_scaffold00001.1	1032096	1032717	+	null	thymidylate kinase	null	null
